frame,joint_16_x,joint_16_y,joint_16_z,joint_14_x,joint_14_y,joint_14_z,joint_12_x,joint_12_y,joint_12_z,joint_11_x,joint_11_y,joint_11_z,joint_13_x,joint_13_y,joint_13_z,joint_15_x,joint_15_y,joint_15_z,joint_24_x,joint_24_y,joint_24_z,joint_23_x,joint_23_y,joint_23_z,joint_25_x,joint_25_y,joint_25_z,joint_26_x,joint_26_y,joint_26_z,joint_27_x,joint_27_y,joint_27_z,joint_28_x,joint_28_y,joint_28_z
51,0.038659,0.045267,1.407198,0.060200,-0.055085,1.556976,0.071921,-0.174236,1.767369,0.316962,-0.178105,2.135025,0.313501,-0.019064,1.758568,0.179547,0.083148,1.229161,0.060118,0.141208,1.090019,0.079443,0.123662,0.740350,0.053479,0.112000,0.547165,0.010171,0.229305,1.115790,0.056020,0.128883,0.587689,0.032260,0.226761,1.024879
52,0.037327,0.041076,1.417421,0.065229,-0.061618,1.565320,0.073399,-0.180691,1.776539,0.311829,-0.176694,2.122840,0.320394,-0.024023,1.770696,0.181968,0.080961,1.240606,0.061854,0.140067,1.094592,0.079204,0.124738,0.751161,0.052054,0.114790,0.553298,0.009488,0.227505,1.099917,0.052166,0.102175,0.484698,0.039193,0.198719,0.927367
53,0.038193,0.041802,1.414920,0.057506,-0.065166,1.577070,0.072615,-0.182349,1.780321,0.317150,-0.178608,2.137056,0.323040,-0.024370,1.795471,0.177780,0.082269,1.220649,0.060046,0.139939,1.103251,0.079301,0.126076,0.764304,0.050557,0.116941,0.564699,0.012786,0.225924,1.117671,0.048739,0.107684,0.529464,0.032183,0.202466,1.000416
54,0.035724,0.047647,1.404906,0.061289,-0.053661,1.555798,0.073284,-0.174597,1.769455,0.318695,-0.178530,2.139841,0.314029,-0.018187,1.748496,0.177136,0.082059,1.215628,0.060086,0.139948,1.094988,0.079475,0.122931,0.748024,0.055046,0.114666,0.569297,0.012156,0.227269,1.122125,0.060417,0.159549,0.800275,0.038562,0.213716,1.093275
55,0.039139,0.039687,1.418172,0.062953,-0.059797,1.566334,0.072502,-0.178469,1.775342,0.315997,-0.175574,2.122366,0.311049,-0.014765,1.736295,0.178397,0.083238,1.231236,0.059709,0.140129,1.093550,0.079589,0.124160,0.746359,0.053867,0.109929,0.533214,0.013309,0.227147,1.100259,0.057595,0.151444,0.775054,0.031929,0.216489,1.146651
56,0.037597,0.041529,1.414984,0.062749,-0.061462,1.566411,0.072648,-0.179146,1.775749,0.315295,-0.178370,2.134194,0.320022,-0.019566,1.751231,0.182226,0.080756,1.244531,0.060286,0.140955,1.092220,0.079127,0.124207,0.746613,0.053670,0.112365,0.550815,0.012839,0.226496,1.105164,0.050563,0.107397,0.532701,0.036347,0.197933,0.961274
57,0.038825,0.037588,1.422473,0.062608,-0.068236,1.577841,0.074326,-0.185256,1.785292,0.314790,-0.176923,2.134542,0.319720,-0.021167,1.763209,0.178588,0.082122,1.225149,0.059564,0.138662,1.101779,0.078855,0.124155,0.752004,0.052909,0.118891,0.578471,0.010926,0.227766,1.122708,0.054900,0.129942,0.680891,0.036861,0.195373,1.055488
58,0.038744,0.041157,1.415757,0.061911,-0.061812,1.569396,0.072568,-0.177250,1.772882,0.314763,-0.173169,2.118639,0.313976,-0.016793,1.745925,0.179710,0.082836,1.236218,0.061299,0.138600,1.096956,0.080903,0.123881,0.752638,0.053109,0.113606,0.547254,0.012874,0.224672,1.101572,0.051415,0.114058,0.535606,0.030123,0.207913,0.980739
59,0.038882,0.040782,1.415765,0.061808,-0.066676,1.576114,0.072032,-0.179619,1.777367,0.314786,-0.179464,2.132564,0.318008,-0.019822,1.755359,0.183183,0.081006,1.251030,0.060475,0.139617,1.095592,0.080056,0.123564,0.749752,0.053821,0.114296,0.559849,0.013536,0.227332,1.101202,0.049265,0.110532,0.532870,0.037754,0.190803,0.923023
60,0.037762,0.043198,1.412890,0.060074,-0.066352,1.576448,0.071298,-0.179384,1.774994,0.313250,-0.178746,2.131045,0.325343,-0.027378,1.802873,0.181659,0.081055,1.245940,0.061193,0.141856,1.089802,0.079454,0.123841,0.744206,0.052948,0.112921,0.546084,0.010934,0.227734,1.088007,0.050740,0.101442,0.506720,0.043092,0.198229,0.965783
61,0.036220,0.048263,1.403490,0.061871,-0.055109,1.556763,0.072573,-0.176990,1.774262,0.309308,-0.171661,2.115853,0.325017,-0.020794,1.790752,0.181289,0.081833,1.248981,0.060266,0.140268,1.096567,0.077557,0.124936,0.744151,0.051643,0.107907,0.531441,0.009643,0.230696,1.132472,0.069836,0.253642,1.189786,0.027107,0.237205,1.223366
62,0.037916,0.048885,1.400910,0.061802,-0.053206,1.555611,0.070263,-0.171249,1.762950,0.314214,-0.176915,2.121477,0.334180,-0.027027,1.815610,0.182565,0.080493,1.247251,0.060694,0.142023,1.086838,0.079977,0.125024,0.738803,0.053512,0.106533,0.524498,0.012989,0.224039,1.097235,0.054038,0.112580,0.519679,0.027968,0.204885,0.913968
63,0.035325,0.050849,1.398997,0.061688,-0.052197,1.551918,0.070705,-0.176247,1.772493,0.312914,-0.174256,2.126109,0.323584,-0.022730,1.791219,0.180679,0.081346,1.252770,0.059637,0.139114,1.098128,0.076726,0.124951,0.749728,0.051399,0.104500,0.514737,0.007403,0.231706,1.144352,0.057592,0.161835,0.784403,0.027294,0.208663,1.053759
64,0.036477,0.051409,1.396753,0.061768,-0.052108,1.552365,0.069919,-0.170735,1.763213,0.314986,-0.176978,2.121089,0.326432,-0.022320,1.787610,0.186388,0.079407,1.269328,0.061965,0.140416,1.087571,0.080566,0.123408,0.738911,0.053357,0.107969,0.535067,0.005755,0.247390,1.244889,0.058256,0.149593,0.687156,0.027667,0.224913,1.055820
65,0.034771,0.045728,1.410067,0.061072,-0.057192,1.561086,0.072086,-0.181635,1.780480,0.312216,-0.174381,2.123081,0.313282,-0.016603,1.751939,0.177674,0.079849,1.243036,0.061368,0.138018,1.105661,0.078490,0.124836,0.763044,0.051898,0.112742,0.547982,0.011554,0.232287,1.112839,0.059014,0.136784,0.667792,0.041510,0.223415,1.136145
66,0.035168,0.050139,1.400978,0.061004,-0.053150,1.556017,0.071825,-0.173680,1.766974,0.312349,-0.174314,2.122181,0.318675,-0.015609,1.744730,0.179475,0.081984,1.230785,0.061750,0.142645,1.084073,0.080021,0.124852,0.748225,0.052585,0.110365,0.538092,0.010642,0.226840,1.083742,0.055933,0.107096,0.515588,0.042984,0.216642,0.922261
67,0.034974,0.052715,1.396175,0.058253,-0.055136,1.556132,0.069562,-0.176258,1.772719,0.311561,-0.173313,2.118418,0.326363,-0.025184,1.798017,0.183065,0.081315,1.250201,0.059411,0.141192,1.092075,0.078507,0.124173,0.744330,0.052815,0.111529,0.549780,0.009616,0.230531,1.137411,0.065099,0.228142,1.031919,0.027666,0.247439,1.227031
